,name,metacritic_review_count,metacritic_review_score,user_review_count,user_review_score,developer,publisher,platforms,genres,esrb,must_play
2251,Earth & Beyond,Based on 24 Critic Reviews,82,Based on 6 User Ratings,5.8,Developer:           Westwood Studios,Publisher: Electronic Arts,['PC'],['MMORPG'],Rated T                           for Teen,0
2252,Counter-Strike 2,Based on 16 Critic Reviews,82,Based on 692 User Ratings,5.0,Developer:           Valve Software,Publisher: Valve Software,['PC'],['Tactical FPS'],,0
2253,The Walking Dead: Episode 1 - A New Day,Based on 40 Critic Reviews,82,Based on 856 User Ratings,8.4,Developer:           Telltale Games,Publisher: Telltale Games,"['PC', 'Xbox 360', 'PlayStation 3', 'iOS (iPhone/iPad)']",['Point-and-Click'],Rated M                           for Mature,0
2254,NCAA March Madness 2004,Based on 16 Critic Reviews,82,,tbd,Developer:           NuFX,Publisher: Electronic Arts,"['Xbox', 'PlayStation 2']",['Basketball Sim'],Rated E                           for Everyone,0
2255,The Walking Dead: The Telltale Definitive Series,Based on 10 Critic Reviews,82,Based on 238 User Ratings,8.4,Developer:           Telltale Games                  Skybound Games,Publisher: Skybound Games,"['PC', 'PlayStation 4', 'Xbox One']",['Compilation'],Rated M                           for Mature,0
2256,Metal Arms: Glitch in the System,Based on 35 Critic Reviews,82,Based on 15 User Ratings,7.9,Developer:           Swingin' Ape,Publisher: VU Games,"['PlayStation 2', 'Xbox', 'GameCube']",['Third Person Shooter'],Rated T                           for Teen,0
2257,MLB The Show 18,Based on 38 Critic Reviews,82,Based on 105 User Ratings,6.3,Developer:           Sony Interactive Entertainment,Publisher: Sony Interactive Entertainment,['PlayStation 4'],['Baseball Sim'],Rated E                           for Everyone,0
2258,DCS: Black Shark,Based on 12 Critic Reviews,82,Based on 42 User Ratings,8.5,Developer:           Eagle Dynamics,Publisher: Take-Two Interactive,['PC'],['Aircraft Sim'],Rated T                           for Teen,0
2259,FIFA 08 Soccer,Based on 43 Critic Reviews,82,Based on 51 User Ratings,7.2,Developer:           EA Canada,Publisher: EA Sports,"['DS', 'Xbox 360', 'PC', 'PSP', 'PlayStation 2', 'Wii', 'PlayStation 3']",['Soccer Sim'],Rated E                           for Everyone,0
2260,ModNation Racers,Based on 85 Critic Reviews,82,Based on 177 User Ratings,8.1,Developer:           United Front Games,Publisher: SCEA,"['PlayStation 3', 'PSP']",['Arcade Racing'],Rated E                           for Everyone,0
2261,Soul Sacrifice Delta,Based on 24 Critic Reviews,82,Based on 152 User Ratings,8.5,Developer:           SCE Japan Studio,Publisher: SCEA,['PlayStation Vita'],['Action RPG'],Rated M                           for Mature,0
2262,MLB The Show 23,Based on 33 Critic Reviews,82,Based on 66 User Ratings,6.3,Developer:           Sony Interactive Entertainment San Diego Studio,Publisher: Sony Interactive Entertainment,"['PlayStation 5', 'Xbox Series X', 'Nintendo Switch', 'PlayStation 4', 'Xbox One']",['Baseball Sim'],Rated E                           for Everyone,0
2263,King's Bounty: Armored Princess,Based on 25 Critic Reviews,82,Based on 251 User Ratings,8.5,Developer:           Katauri Interactive,Publisher: 1C Entertainment,['PC'],['Turn-Based Strategy'],Rated T                           for Teen,0
2264,Chicken Police - Paint it RED!,Based on 13 Critic Reviews,82,Based on 53 User Ratings,8.0,Developer:           The Wild Gentlemen,Publisher: The Wild Gentlemen,"['iOS (iPhone/iPad)', 'PC', 'Nintendo Switch', 'Xbox One', 'PlayStation 4', 'PlayStation 5']",['Visual Novel'],Rated M                           for Mature,0
2265,Hidden Through Time 2: Myths & Magic,Based on 7 Critic Reviews,82,Based on 4 User Ratings,6.8,Developer:           Rogueside,Publisher: Rogueside,"['PC', 'PlayStation 5', 'Xbox Series X', 'Nintendo Switch', 'iOS (iPhone/iPad)']",['Hidden Object'],Rated E                           for Everyone,0
2266,Rock Band Rivals,Based on 10 Critic Reviews,82,Based on 7 User Ratings,5.9,Developer:           Harmonix Music Systems,Publisher: Performance Designed Products,"['PlayStation 4', 'Xbox One']",['Rhythm'],Rated T                           for Teen,0
2267,Age of Wonders III - Golden Realms,Based on 8 Critic Reviews,82,Based on 108 User Ratings,8.4,Developer:           Triumph Studios,Publisher: Triumph Studios,['PC'],['Turn-Based Strategy'],,0
2268,Circuit Superstars,Based on 7 Critic Reviews,82,Based on 11 User Ratings,6.1,Developer:           Original Fire Games,Publisher: Original Fire Games,"['PC', 'PlayStation 4', 'Nintendo Switch', 'Xbox One']",['Auto Racing'],,0
2269,The Sims 4: Growing Together,Based on 9 Critic Reviews,82,Based on 15 User Ratings,6.5,Developer:           Maxis,Publisher: Electronic Arts,"['PlayStation 4', 'PC', 'Xbox One']",['Virtual Life'],Rated T                           for Teen,0
2270,Enslaved: Odyssey to the West,Based on 72 Critic Reviews,82,Based on 384 User Ratings,7.8,Developer:           Ninja Theory,Publisher: Namco Bandai Games,"['PlayStation 3', 'Xbox 360', 'PC']",['Action Adventure'],Rated T                           for Teen,0
2271,Warhammer: Vermintide 2,Based on 56 Critic Reviews,82,Based on 406 User Ratings,7.3,Developer:           Fatshark,Publisher: Fatshark,"['PC', 'PlayStation 4', 'Xbox One']",['FPS'],,0
2272,Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner,Based on 29 Critic Reviews,73,Based on 9 User Ratings,8.4,Developer:           Telltale Games,Publisher: Telltale Games,"['PC', 'PlayStation 3', 'Wii']",['Compilation'],Rated T                           for Teen,0
2273,Turnip Boy Robs a Bank,Based on 19 Critic Reviews,82,Based on 34 User Ratings,7.6,Developer:           Snoozy Kazoo,Publisher: Graffiti Games,"['Xbox One', 'PC', 'Nintendo Switch', 'iOS (iPhone/iPad)']",['Action Adventure'],,0
2274,Clubhouse Games: 51 Worldwide Classics,Based on 68 Critic Reviews,82,Based on 179 User Ratings,7.7,Developer:           Nd Cube,Publisher: Nintendo,['Nintendo Switch'],['Party'],Rated E                           for Everyone,0
2275,Halo Wars,Based on 92 Critic Reviews,82,Based on 472 User Ratings,7.6,Developer:           Ensemble Studios,Publisher: Microsoft Game Studios,['Xbox 360'],['Command RTS'],Rated T                           for Teen,0
2276,PixelJunk Monsters Encore,Based on 7 Critic Reviews,82,Based on 13 User Ratings,8.2,Developer:           Q-Games,Publisher: SCEA,['PlayStation 3'],['Defense'],Rated E                           for Everyone,0
2277,Joint Operations: Typhoon Rising,Based on 30 Critic Reviews,82,Based on 26 User Ratings,7.7,Developer:           NovaLogic,Publisher: NovaLogic,['PC'],['Tactical FPS'],Rated T                           for Teen,0
2278,Xpand Rally,Based on 7 Critic Reviews,82,Based on 18 User Ratings,7.0,Developer:           Techland,Publisher: TopWare Interactive,['PC'],['Auto Racing Sim'],Rated E                           for Everyone,0
2279,Gnosia,Based on 41 Critic Reviews,82,Based on 59 User Ratings,8.4,Developer:           Petit Depotto,Publisher: Playism,"['PlayStation Vita', 'Nintendo Switch', 'PC', 'Xbox One', 'Xbox Series X', 'PlayStation 5', 'PlayStation 4']",['Visual Novel'],Rated T                           for Teen,0
2280,MotorStorm: Pacific Rift,Based on 63 Critic Reviews,82,Based on 180 User Ratings,8.3,Developer:           Evolution Studios,Publisher: SCEA,['PlayStation 3'],['Auto Racing Sim'],Rated T                           for Teen,0
2281,Dark Souls II: Crown of the Sunken King,Based on 19 Critic Reviews,82,Based on 243 User Ratings,7.4,Developer:           Namco Bandai Games,Publisher: Bandai Namco Games,"['Xbox 360', 'PC', 'PlayStation 3']",['Action RPG'],Rated T                           for Teen,0
2282,NBA 2K19,Based on 50 Critic Reviews,82,Based on 477 User Ratings,2.9,Developer:           Visual Concepts,Publisher: 2K Games,"['PlayStation 4', 'Xbox One', 'Nintendo Switch', 'PC', 'iOS (iPhone/iPad)']",['Basketball Sim'],Rated E                           for Everyone,0
2283,SSX,Based on 65 Critic Reviews,82,Based on 205 User Ratings,6.5,Developer:           EA Canada,Publisher: EA Sports,"['PlayStation 3', 'Xbox 360']",['Skiing'],Rated E                           for Everyone,0
2284,Zet Zillions,Based on 8 Critic Reviews,82,Based on 10 User Ratings,6.1,Developer:           Ota Imon Studios,Publisher: Raw Fury,['PC'],['Card Battle'],,0
2285,Loop Hero,Based on 63 Critic Reviews,82,Based on 257 User Ratings,7.7,Developer:           Four Quarters,Publisher: Devolver Digital,"['PC', 'Nintendo Switch', 'Xbox Series X', 'Xbox One', 'iOS (iPhone/iPad)']",['RPG'],,0
2286,Dragon Age: The Veilguard,Based on 77 Critic Reviews,82,"Based on 7,339 User Ratings",3.9,Developer:           BioWare,Publisher: Electronic Arts,"['PC', 'PlayStation 5', 'Xbox Series X']",['Western RPG'],Rated M                           for Mature,0
2287,B-17 Flying Fortress: The Mighty 8th!,Based on 14 Critic Reviews,82,Based on 8 User Ratings,5.5,Developer:           Wayward Simulations,Publisher: MicroProse,['PC'],['Aircraft Combat Sim'],Rated T                           for Teen,0
2288,Suikoden II,Based on 8 Critic Reviews,82,Based on 330 User Ratings,9.2,Developer:           Konami,Publisher: Konami,['PlayStation'],['JRPG'],Rated T                           for Teen,0
2289,ATV Offroad Fury,Based on 16 Critic Reviews,82,Based on 26 User Ratings,8.0,Developer:           Rainbow Studios,Publisher: SCEA,['PlayStation 2'],['Auto Racing Sim'],Rated E                           for Everyone,0
2290,EverQuest: The Scars of Velious,Based on 9 Critic Reviews,82,Based on 10 User Ratings,7.3,Developer:           Sony Online Entertainment,Publisher: Sony Online Entertainment,['PC'],['MMORPG'],Rated T                           for Teen,0
2291,The Lord of the Rings: The Two Towers,Based on 32 Critic Reviews,82,Based on 133 User Ratings,7.9,Developer:           Stormfront Studios,Publisher: EA Games,"['PlayStation 2', 'Xbox', 'GameCube', 'Game Boy Advance']",['Action RPG'],Rated T                           for Teen,0
2292,Celtic Kings: Rage of War,Based on 11 Critic Reviews,82,Based on 18 User Ratings,7.6,Developer:           Haemimont Games,Publisher: Strategy First,['PC'],['Real-Time Strategy'],Rated E                           for Everyone,0
2293,30XX,Based on 11 Critic Reviews,82,Based on 12 User Ratings,7.3,Developer:           Batterystaple Games,Publisher: Batterystaple Games,"['Xbox One', 'Nintendo Switch', 'PlayStation 4', 'PC']",['2D Platformer'],,0
2294,Final Fight One,Based on 16 Critic Reviews,82,Based on 11 User Ratings,8.3,Developer:           Sun-Tec,Publisher: Capcom,['Game Boy Advance'],"[""2D Beat-'Em-Up""]",Rated E                           for Everyone,0
2295,Tom Clancy's Splinter Cell: Blacklist,Based on 58 Critic Reviews,82,Based on 500 User Ratings,7.6,Developer:           Ubisoft Toronto,Publisher: Ubisoft,"['Xbox 360', 'PlayStation 3', 'Wii U', 'PC']",['Action Adventure'],Rated M                           for Mature,0
2296,Citizen Sleeper,Based on 23 Critic Reviews,82,Based on 89 User Ratings,7.4,Developer:           Jump Over The Age,Publisher: Fellow Traveller,"['PC', 'Xbox Series X', 'Xbox One', 'Nintendo Switch', 'PlayStation 5', 'PlayStation 4']",['Western RPG'],,0
2297,Tekken 7,Based on 81 Critic Reviews,82,"Based on 1,037 User Ratings",6.7,Developer:           Bandai Namco Games,Publisher: Bandai Namco Games,"['PlayStation 4', 'Xbox One', 'PC']",['3D Fighting'],Rated T                           for Teen,0
2298,Metro: Last Light,Based on 71 Critic Reviews,82,"Based on 3,609 User Ratings",8.5,Developer:           4A Games,Publisher: Deep Silver,"['PlayStation 3', 'PC', 'Xbox 360']",['FPS'],Rated M                           for Mature,0
2299,Rising Storm,Based on 21 Critic Reviews,82,Based on 249 User Ratings,8.4,Developer:           Antimatter Games,Publisher: Tripwire Interactive,['PC'],['FPS'],,0
2300,Puzzle Quest: Challenge of the Warlords,Based on 41 Critic Reviews,82,Based on 16 User Ratings,6.4,Developer:           1st Playable Productions,Publisher: D3Publisher,"['iOS (iPhone/iPad)', 'PC', 'PSP', 'DS', 'PlayStation 3', 'Wii', 'Xbox 360', 'PlayStation 2', 'PlayStation 4']",['Matching Puzzle'],Rated E +10                           for Everyone +10,0
2301,Lethal League,Based on 11 Critic Reviews,82,Based on 63 User Ratings,7.6,Developer:           Team Reptile,Publisher: Team Reptile,"['PC', 'PlayStation 4', 'Xbox One']",['2D Fighting'],,0
2302,Mega Man 11,Based on 55 Critic Reviews,82,Based on 214 User Ratings,7.8,Developer:           Capcom,Publisher: Capcom,"['PlayStation 4', 'Nintendo Switch', 'PC', 'Xbox One']",['2D Platformer'],Rated E +10                           for Everyone +10,0
2303,Ninja Five-0,Based on 16 Critic Reviews,82,Based on 34 User Ratings,8.4,Developer:           Hudson,Publisher: Konami,"['Game Boy Advance', 'PlayStation 5', 'Nintendo Switch', 'PlayStation 4', 'PC']",['2D Platformer'],Rated E                           for Everyone,0
2304,Diplomacy is Not an Option,Based on 7 Critic Reviews,82,Based on 13 User Ratings,8.2,Developer:           Door 407,Publisher: Door 407,['PC'],['Real-Time Strategy'],,0
2305,Botanicula,Based on 38 Critic Reviews,82,Based on 412 User Ratings,8.3,Developer:           Amanita Design,Publisher: Amanita Design,"['PC', 'iOS (iPhone/iPad)']",['Point-and-Click'],,0
2306,"Nine Hours, Nine Persons, Nine Doors",Based on 23 Critic Reviews,82,Based on 319 User Ratings,8.8,Developer:           ChunSoft,Publisher: Aksys Games,['DS'],['Visual Novel'],Rated M                           for Mature,0
2307,Darkest Dungeon: The Crimson Court,Based on 13 Critic Reviews,82,Based on 28 User Ratings,6.8,Developer:           Red Hook Studios,Publisher: Red Hook Studios,"['PlayStation 4', 'PlayStation Vita', 'PC', 'Nintendo Switch', 'Xbox One']",['RPG'],Rated T                           for Teen,0
2308,Lil' Guardsman,Based on 10 Critic Reviews,82,Based on 6 User Ratings,7.7,Developer:           Hilltop Studios,Publisher: tinyBuild,"['PlayStation 5', 'Xbox Series X', 'Nintendo Switch', 'PlayStation 4', 'PC', 'Xbox One']",['Adventure'],,0
2309,She Remembered Caterpillars,Based on 8 Critic Reviews,82,Based on 21 User Ratings,5.9,Developer:           Ysbryd Games,Publisher: Ysbryd Games,"['PC', 'Nintendo Switch']",['Action Puzzle'],,0
2310,College Hoops 2K7,Based on 22 Critic Reviews,82,,tbd,Developer:           2K Sports,Publisher: 2K Sports,"['Xbox 360', 'Xbox', 'PlayStation 3', 'PlayStation 2']",['Basketball Sim'],Rated E                           for Everyone,0
2311,Life is Strange 2: Episode 5 - Wolves,Based on 13 Critic Reviews,82,Based on 67 User Ratings,6.6,Developer:           DONTNOD Entertainment,Publisher: Square Enix,"['PC', 'PlayStation 4', 'Xbox One']",['Third-Person Adventure'],Rated M                           for Mature,0
2312,Joe Danger 2: The Movie,Based on 46 Critic Reviews,82,Based on 16 User Ratings,7.4,Developer:           Hello Games,Publisher: Microsoft Game Studios,"['PlayStation 3', 'Xbox 360', 'PC', 'PlayStation Vita']",['Arcade Racing'],Rated E                           for Everyone,0
2313,WWE 2K23,Based on 59 Critic Reviews,82,Based on 200 User Ratings,7.1,Developer:           Visual Concepts,Publisher: 2K Games,"['PlayStation 5', 'Xbox Series X', 'Xbox One', 'PlayStation 4', 'PC']",['Wrestling'],Rated T                           for Teen,0
2314,Bookworm Adventures Deluxe,Based on 7 Critic Reviews,82,Based on 21 User Ratings,8.1,Developer:           PopCap,Publisher: PopCap,['PC'],['Logic Puzzle'],Rated E +10                           for Everyone +10,0
2315,PixelJunk Shooter Ultimate,Based on 8 Critic Reviews,82,Based on 160 User Ratings,7.2,Developer:           Double Eleven,Publisher: Double Eleven,"['PlayStation 4', 'PlayStation Vita', 'PC']","[""Vertical Shoot-'Em-Up""]",Rated E                           for Everyone,0
2316,FIFA 15,Based on 47 Critic Reviews,82,"Based on 1,203 User Ratings",5.9,Developer:           EA Sports,Publisher: Electronic Arts,"['PlayStation 4', 'PlayStation 3', 'Xbox One', 'Xbox 360', 'PC', 'PlayStation Vita', 'Wii', '3DS']",['Soccer Sim'],Rated E                           for Everyone,0
2317,de Blob,Based on 48 Critic Reviews,82,Based on 63 User Ratings,7.4,Developer:           Blue Tongue Entertainment,Publisher: THQ,"['Xbox One', 'PlayStation 4', 'Wii', 'iOS (iPhone/iPad)', 'PC', 'Nintendo Switch', 'DS']",['3D Platformer'],Rated E                           for Everyone,0
2318,Wandersong,Based on 20 Critic Reviews,82,Based on 52 User Ratings,8.2,Developer:           Greg Lobanov,Publisher: Humble Games,"['PC', 'Nintendo Switch', 'PlayStation 4', 'Xbox One']",['2D Platformer'],Rated E +10                           for Everyone +10,0
